ip,query,malware_name,tag,port,country,org,isp,hostnames,first_seen,last_seen,projectlabel
161.35.25.134,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
193.36.119.250,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Taiwan,EstNOC-Global,EstNOC OY,,2025-02-14,2025-02-14,CTI-IOA
179.43.172.53,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Switzerland,PRIVATE LAYER INC,Private Layer INC,11158,2025-02-14,2025-02-14,CTI-IOA
47.238.99.93,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
104.248.249.135,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
165.227.47.240,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Canada,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
121.40.223.33,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
165.227.231.125,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United Kingdom,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
35.212.172.98,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Google LLC,Google LLC,98.172.212.35.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
143.244.181.177,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
46.101.140.228,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
141.193.159.146,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,DATAPLUGS.COM,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
20.215.41.119,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Poland,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
15.236.43.82,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,France,Amazon Data Services France,"Amazon.com, Inc.",ec2-15-236-43-82.eu-west-3.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
47.238.105.182,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
23.105.193.194,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,IT7 Networks Inc,IT7 Networks Inc,cs.hax0x.win,2025-02-14,2025-02-14,CTI-IOA
84.252.94.179,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United Kingdom,M247 LTD London Infrastructure,M247 Europe SRL,,2025-02-14,2025-02-14,CTI-IOA
182.16.40.114,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SIMCENTRIC-HK NETBLOCK,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
20.205.107.249,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
154.64.252.183,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Cogent Communications,NetLab Global,,2025-02-14,2025-02-14,CTI-IOA
43.156.57.179,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
87.251.79.220,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Huize Holdings LLC,ZhouyiSat Communications,mail.izrinan.biz,2025-02-14,2025-02-14,CTI-IOA
174.137.57.240,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Cluster Logic Inc,IT7 Networks Inc,174.137.57.240.16clouds.com,2025-02-14,2025-02-14,CTI-IOA
149.28.24.161,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Japan,"Vultr Holdings, LLC","The Constant Company, LLC",149.28.24.161.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
46.32.185.165,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Latvia,SIA VEESP,SIA VEESP,,2025-02-14,2025-02-14,CTI-IOA
207.148.78.124,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,"The Constant Company, LLC","The Constant Company, LLC",207.148.78.124.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
49.232.29.245,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
15.235.166.83,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,OVH Singapore PTE. LTD,OVH SAS,vps-09419904.vps.ovh.ca,2025-02-14,2025-02-14,CTI-IOA
159.65.241.15,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
159.65.245.206,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
192.241.128.7,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",us-healthworks.com,2025-02-14,2025-02-14,CTI-IOA
8.140.29.89,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
76.74.127.191,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,E Street Communications,E Street,76-74-127-191.estreet.net,2025-02-14,2025-02-14,CTI-IOA
156.245.13.36,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SonderCloud Limited,SonderCloud Limited,,2025-02-14,2025-02-14,CTI-IOA
110.42.252.7,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
209.38.200.20,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
136.144.188.232,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,TransIP B.V.,Signet B.V.,136-144-188-232.colo.transip.net,2025-02-14,2025-02-14,CTI-IOA
182.16.40.115,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SIMCENTRIC-HK NETBLOCK,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
91.218.50.174,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Ukraine,Virtual Systems LLC,Virtual Systems LLC,dedicated.vsys.host,2025-02-14,2025-02-14,CTI-IOA
138.197.143.1,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Canada,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
50.116.32.159,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Linode,Akamai Connected Cloud,50-116-32-159.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
148.66.57.51,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,DATAPLUGS.COM,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
195.133.26.87,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,Aeza International LTD,AEZA INTERNATIONAL LTD,big-sail.aeza.network,2025-02-14,2025-02-14,CTI-IOA
165.227.138.235,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
198.23.164.164,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,HostPapa,HostPapa,198-23-164-164-host.colocrossing.com,2025-02-14,2025-02-14,CTI-IOA
185.195.106.81,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,CLOUVIDER Virtual Machines,Clouvider,,2025-02-14,2025-02-14,CTI-IOA
172.235.37.27,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Linode,Akamai Connected Cloud,172-235-37-27.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
194.59.30.156,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,France,Virtuo Networks France SAS,12651980 CANADA INC.,,2025-02-14,2025-02-14,CTI-IOA
104.237.129.178,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Linode,Akamai Connected Cloud,104-237-129-178.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
148.66.57.50,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,DATAPLUGS.COM,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
45.178.180.232,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Brazil,AbsamHost Internet Data Center,AbsamHost Internet Data Center,,2025-02-14,2025-02-14,CTI-IOA
206.119.167.171,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Cogent Communications,SonderCloud Limited,,2025-02-14,2025-02-14,CTI-IOA
137.117.182.184,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,Microsoft Corp,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
8.210.248.241,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
91.229.239.19,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,"Moldova, Republic of",ALEXHOST SRL,ALEXHOST SRL,chuma,2025-02-14,2025-02-14,CTI-IOA
66.70.202.84,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Canada,"OVH Hosting, Inc.",OVH SAS,ip84.ip-66-70-202.net,2025-02-14,2025-02-14,CTI-IOA
164.92.186.156,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
37.120.178.79,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,netcup GmbH,netcup GmbH,s--u--d--o.de,2025-02-14,2025-02-14,CTI-IOA
8.130.24.188,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
43.156.17.19,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
45.43.163.22,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,France,Sparked Host LLC Paris,Nik Rozman,hosted-by.sparkedhost.com,2025-02-14,2025-02-14,CTI-IOA
8.218.34.120,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
39.104.50.190,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
185.26.236.129,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,EDIS Infrastructure in the Netherlands,EDIS GmbH,129.236.26.185.in-addr.arpa,2025-02-14,2025-02-14,CTI-IOA
8.213.223.94,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Thailand,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
156.245.19.127,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SonderCloud Limited,SonderCloud Limited,,2025-02-14,2025-02-14,CTI-IOA
38.207.177.166,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,LUCIDACLOUD LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
172.93.213.28,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,StylenHost LTD,StylenTech LLC,,2025-02-14,2025-02-14,CTI-IOA
173.208.246.114,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"WholeSale Internet, Inc.","WholeSale Internet, Inc.",crewtv.net,2025-02-14,2025-02-14,CTI-IOA
64.225.61.173,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
185.165.169.38,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Romania,FlokiNET ehf,FlokiNET ehf,,2025-02-14,2025-02-14,CTI-IOA
80.240.26.166,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,Hanauer Landstraße 302,"The Constant Company, LLC",80.240.26.166.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
110.173.59.146,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Asia Pacific Network Information Centre,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
165.227.204.151,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
156.245.13.61,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SonderCloud Limited,SonderCloud Limited,,2025-02-14,2025-02-14,CTI-IOA
194.32.142.49,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Kazakhstan,TOO Cloudpard (Klaudpard),PS Internet Company LLP,,2025-02-14,2025-02-14,CTI-IOA
203.18.30.213,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Australia,Mammoth Media Pty Ltd,Mammoth Media Pty Ltd,bl-bne-prod-01.mksystems.net.au,2025-02-14,2025-02-14,CTI-IOA
159.223.234.164,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
178.157.82.141,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United Kingdom,MVPS LTD,MVPS LTD,ip-178-157-82-141-115040.vps.hosted-by-mvps.net,2025-02-14,2025-02-14,CTI-IOA
60.205.227.255,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
154.31.217.202,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Cogent Communications,Nebula Global LLC,,2025-02-14,2025-02-14,CTI-IOA
43.156.94.188,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
159.223.221.202,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
138.68.170.98,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United Kingdom,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
109.91.159.213,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,Vodafone West GmbH,Vodafone GmbH,ip-109-091-159-213.um37.pools.vodafone-ip.de,2025-02-14,2025-02-14,CTI-IOA
8.222.138.62,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
143.110.151.209,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
8.220.195.197,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,"Korea, Republic of",Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
217.156.50.140,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Italy,Virtono Networks SRL,M247 Europe SRL,,2025-02-14,2025-02-14,CTI-IOA
178.17.170.139,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,"Moldova, Republic of",Trabia,Trabia SRL,,2025-02-14,2025-02-14,CTI-IOA
208.85.18.159,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Spain,"Vultr Holdings, LLC","The Constant Company, LLC",208.85.18.159.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
185.196.117.168,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,Timeweb.Cloud LLC,TimeWeb Ltd.,,2025-02-14,2025-02-14,CTI-IOA
36.139.122.41,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,China Mobile Communications Corporation,"China Mobile Communications Group Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
119.91.77.189,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
94.140.114.44,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Latvia,Sia Nano IT,Sia Nano IT,,2025-02-14,2025-02-14,CTI-IOA
34.122.21.68,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Google LLC,Google LLC,68.21.122.34.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
194.233.73.173,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,Contabo Asia Private Limited,Contabo Asia Private Limited,vmi1243780.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
137.184.150.148,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
193.124.47.213,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Russian Federation,TimeWeb Ltd.,TimeWeb Ltd.,3710057-fw91334.twc1.net,2025-02-14,2025-02-14,CTI-IOA
31.172.87.52,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,firstcolo GmbH,firstcolo GmbH,,2025-02-14,2025-02-14,CTI-IOA
212.53.153.104,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,E-OBLAKA d.o.o. IP Network,Artfiles New Media GmbH,104.153.53.212.reverse.server4all.de,2025-02-14,2025-02-14,CTI-IOA
142.202.190.162,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Dynu Systems Incorporated,Dynu Systems Incorporated,unassigned.142-202-190-162.spryt.net,2025-02-14,2025-02-14,CTI-IOA
203.96.177.194,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Australia,SHOCK-AU,Shock Hosting LLC,,2025-02-14,2025-02-14,CTI-IOA
141.94.104.181,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,France,OVH SAS,OVH SAS,,2025-02-14,2025-02-14,CTI-IOA
172.233.237.227,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,Linode,Akamai Connected Cloud,172-233-237-227.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
174.138.79.59,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
37.143.15.49,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Russian Federation,IHC.RU network in Eserver,EuroByte LLC,hosted-by.IHC.ru,2025-02-14,2025-02-14,CTI-IOA
213.148.1.16,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Kazakhstan,HAICOM LIMITED,HAICOM LIMITED,,2025-02-14,2025-02-14,CTI-IOA
185.208.158.217,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Switzerland,Global-Data System IT Corporation,Global-Data System IT Corporation,,2025-02-14,2025-02-14,CTI-IOA
137.184.126.213,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
156.245.19.135,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,SonderCloud Limited,SonderCloud Limited,,2025-02-14,2025-02-14,CTI-IOA
146.190.13.16,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
123.57.2.124,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
168.138.179.33,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Singapore,Oracle Public Cloud,Oracle Corporation,,2025-02-14,2025-02-14,CTI-IOA
107.175.209.187,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",9000,United States,HostPapa,HostPapa,107-175-209-187-host.colocrossing.com,2025-02-14,2025-02-14,CTI-IOA
110.173.59.147,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Asia Pacific Network Information Centre,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
82.153.138.40,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Romania,Internet Magnate (Pty) Ltd,Internet Magnate (Pty) Ltd,,2025-02-14,2025-02-14,CTI-IOA
47.100.22.51,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
109.234.35.14,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,"Amsterdam, Netherlands",SERVERS TECH FZCO,v836270.hosted-by-vdsina.ru,2025-02-14,2025-02-14,CTI-IOA
8.218.138.77,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
172.235.173.15,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,Linode,Akamai Connected Cloud,172-235-173-15.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
161.35.89.124,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
47.243.233.19,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
144.172.94.67,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,RouterHosting LLC,RouterHosting LLC,67.94.172.144.static.cloudzy.com,2025-02-14,2025-02-14,CTI-IOA
148.113.182.51,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Canada,"OVH Hosting, Inc.",OVH SAS,vps-94c90d9e.vps.ovh.ca,2025-02-14,2025-02-14,CTI-IOA
103.51.145.111,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Cloudie Limited,Cloudie Limited,scdc.worra.com,2025-02-14,2025-02-14,CTI-IOA
89.208.113.56,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,Aeza International LTD,AEZA INTERNATIONAL LTD,sickbasket.aeza.network,2025-02-14,2025-02-14,CTI-IOA
8.216.82.145,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Japan,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
165.227.99.110,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
91.199.147.205,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Czechia,SmartApe OU,SmartApe OU,s673991.srvape.com,2025-02-14,2025-02-14,CTI-IOA
174.138.76.181,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
23.227.199.96,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,United States,"HIVELOCITY, Inc.","HIVELOCITY, Inc.",23-227-199-96.static.hvvc.us,2025-02-14,2025-02-14,CTI-IOA
8.210.236.220,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
20.206.138.78,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Brazil,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
185.219.81.19,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Netherlands,Podaon SIA,Podaon SIA,185-219-81-19.netherlands-2.vps.ac,2025-02-14,2025-02-14,CTI-IOA
104.248.19.131,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
149.154.68.20,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",31337,Russian Federation,JSC IOT,JSC IOT,etl-company.ru,2025-02-14,2025-02-14,CTI-IOA
